10:49:23.882 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[54303]的柔道家信息写入索引
10:49:26.344 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/80403
10:49:26.344 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/80403]
10:49:26.478 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[80403]的柔道家信息加入索引
10:49:26.478 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[80403]的柔道家信息写入索引
10:49:28.827 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/12524
10:49:28.827 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/12524]
10:49:29.036 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[12524]的柔道家信息加入索引
10:49:29.036 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[12524]的柔道家信息写入索引
10:49:31.403 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/15753
10:49:31.403 [pool-1-thread-1] INFO  c.edu.bistu.cs.ir.crawler.IjfCrawler.process(73) - 解析柔道家详情页[https://www.ijf.org/judoka/15753]
10:49:31.555 [pool-1-thread-1] INFO  cn.edu.bistu.cs.ir.index.IdxService.addDocument(68) - 成功将ID为[15753]的柔道家信息加入索引
10:49:31.555 [pool-1-thread-1] INFO  c.e.bistu.cs.ir.index.LucenePipeline.process(42) - 成功将ID为[15753]的柔道家信息写入索引
10:49:33.927 [pool-1-thread-1] INFO  u.c.w.d.HttpClientDownloader.download(86) - downloading page success https://www.ijf.org/judoka/11288
